;Time;E;S;ES;P
739;72.44160688024756;109;445;1;64
740;72.73023001356654;108;444;2;64
741;72.75936974763339;109;445;1;64
742;72.79821845880332;110;446;0;64
743;72.89128449776032;109;445;1;64
744;73.03318734857292;108;444;2;64
745;73.10591561956535;109;445;1;64
746;73.20755292543426;110;446;0;64
747;73.2595148625568;109;445;1;64
748;73.4986347371608;110;446;0;64
749;73.5869494003876;109;445;1;64
750;73.79992993345553;110;446;0;64
751;74.00161437441176;109;445;1;64
752;74.18884998503229;108;444;2;64
753;74.38342532169364;107;443;3;64
754;74.4556943500356;106;442;4;64
755;74.45771083701023;105;441;5;64
756;74.54330584808511;104;440;6;64
757;74.58192707841333;103;439;7;64
758;74.61430079582023;102;438;8;64
759;74.63799375962653;103;439;7;64
760;74.79354105034236;102;438;8;64
761;74.82559229837497;103;439;7;64
762;74.83290265155266;104;440;6;64
763;74.84525177385844;103;439;7;64
764;74.86826315623999;104;440;6;64
765;74.98585278901244;105;441;5;64
766;75.12233726426535;106;441;4;65
767;75.1335959909893;107;442;3;65
768;75.23330133084654;106;441;4;65
