;Time;E;S;ES;P
769;75.32586776122601;107;442;3;65
770;75.60040471033551;108;443;2;65
771;75.61013913296127;109;443;1;66
772;75.99386229616788;108;442;2;66
773;76.00003263238094;109;443;1;66
774;76.50093440381718;108;442;2;66
775;76.78471133500999;107;441;3;66
776;76.99032676206879;108;442;2;66
777;77.15090429848034;107;441;3;66
778;77.35563416359487;108;442;2;66
779;77.37254792899948;107;441;3;66
780;77.46201191769545;106;440;4;66
781;77.51403025199801;107;441;3;66
782;77.67636427514358;106;440;4;66
783;77.67756143132547;107;441;3;66
784;77.74512373316523;108;442;2;66
785;77.80509735946715;107;441;3;66
786;77.85007654863087;106;440;4;66
787;77.92466155681035;107;441;3;66
788;78.07634657304027;108;442;2;66
789;78.10967068473218;109;443;1;66
790;78.53248538251977;110;444;0;66
791;78.81703476526192;109;443;1;66
792;78.82229932796437;108;442;2;66
793;78.93779405690726;109;443;1;66
794;79.03857355510219;108;442;2;66
795;79.18394607175206;107;441;3;66
796;79.26358331039151;106;440;4;66
797;79.31835418007832;107;440;3;67
798;79.42313344929775;106;439;4;67
799;79.469373397582;107;440;3;67
800;79.6373561703396;108;440;2;68
801;79.90193785332421;107;439;3;68
802;79.9331577953872;108;440;2;68
803;80.02827633357424;107;439;3;68
804;80.05482750649936;108;440;2;68
805;80.09379387474182;109;441;1;68
806;80.21577019267231;108;440;2;68
807;80.2807473944246;107;439;3;68
808;80.38247782230722;108;440;2;68
809;80.48082473082331;109;441;1;68
810;80.58517866083135;110;441;0;69
811;81.12202465487594;109;440;1;69
812;81.1309350357909;108;439;2;69
813;81.1388231024594;107;438;3;69
814;81.19799253459887;108;439;2;69
815;81.32954247507114;109;440;1;69
816;81.41739009158198;110;441;0;69
817;81.68712233933012;109;440;1;69
818;81.70503335494557;110;441;0;69
819;81.86197151945953;109;440;1;69
820;82.0306648437903;108;439;2;69
821;82.07425779132717;109;440;1;69
822;82.24187802055258;110;440;0;70
823;82.3051784812947;109;439;1;70
824;82.3941246916533;108;438;2;70
825;82.4044016744272;109;439;1;70
826;82.41061794446965;110;440;0;70
827;82.53375553687187;109;439;1;70
828;82.83596092539779;110;440;0;70
829;83.10382215342885;109;439;1;70
830;83.22995484242023;110;440;0;70
831;83.49261184547213;109;439;1;70
832;83.55501788964791;108;438;2;70
833;83.67207837747529;107;437;3;70
834;83.90550549724152;106;436;4;70
835;83.9880744425649;107;437;3;70
836;83.99152834021484;106;436;4;70
837;83.99685767080604;107;437;3;70
838;84.03446705992;106;436;4;70
839;84.10730934589148;107;437;3;70
840;84.14245012406062;108;438;2;70
841;84.68136668057153;109;439;1;70
842;85.02685696094575;108;438;2;70
843;85.12523887364418;109;439;1;70
844;85.18757977473057;108;438;2;70
845;85.35026978433231;107;437;3;70
846;85.43896392356253;106;436;4;70
847;85.44331505827505;107;437;3;70
848;85.58584468391005;108;438;2;70
849;85.64360990926265;107;437;3;70
850;85.75713312005925;108;438;2;70
851;85.77418465641233;109;439;1;70
852;86.29342957117983;110;439;0;71
853;86.33495829189486;109;438;1;71
854;86.45669884045438;108;437;2;71
855;86.48502543279272;109;438;1;71
856;86.66847359481709;108;437;2;71
857;86.7937464940002;107;436;3;71
858;86.80266999179588;106;435;4;71
859;86.81228664873666;107;436;3;71
860;86.97800814556345;108;436;2;72
861;87.0251351511085;109;437;1;72
862;87.13778955163188;110;437;0;73
863;87.26669433960448;109;436;1;73
864;87.39705962782521;108;435;2;73
865;87.57624122301661;109;436;1;73
866;87.59813035113447;108;435;2;73
867;87.61189002983645;107;434;3;73
868;87.70043896400736;108;435;2;73
869;87.83117943603433;109;436;1;73
870;88.08702767501092;110;436;0;74
871;88.19253779695595;109;435;1;74
872;88.22124482046715;110;436;0;74
873;88.37234836972522;109;435;1;74
874;88.41909851711694;108;434;2;74
875;88.51485906397838;107;433;3;74
876;88.53609345632402;106;432;4;74
877;88.54338292848139;107;433;3;74
878;88.54637962760371;108;433;2;75
879;88.58449494650698;107;432;3;75
880;88.60718425921493;106;431;4;75
881;88.6082552335479;107;431;3;76
882;88.73839218485334;106;430;4;76
883;88.7740378535422;107;431;3;76
884;88.94609747649645;106;430;4;76
885;88.97427102426039;105;429;5;76
886;88.97613018086159;106;430;4;76
887;89.09236668938792;105;429;5;76
888;89.09289047796308;106;430;4;76
889;89.0980932674506;107;431;3;76
890;89.1046229307322;106;430;4;76
891;89.18262037991946;107;431;3;76
892;89.23766985099323;108;432;2;76
893;89.3217530871262;109;433;1;76
894;89.39237875544899;108;432;2;76
895;89.48331467114484;107;431;3;76
896;89.62075451986603;106;430;4;76
897;89.63466876396677;107;430;3;77
898;89.88739118651901;106;429;4;77
899;89.9040721413567;107;430;3;77
900;90.10406992904196;106;429;4;77
901;90.14895549709077;107;429;3;78
902;90.1976995442922;108;430;2;78
903;90.45695858153017;109;431;1;78
904;90.48251809997056;110;432;0;78
905;91.08011947653057;109;431;1;78
906;91.1280224638765;110;432;0;78
907;91.48379405640226;109;431;1;78
908;91.51651361983292;110;432;0;78
909;91.74793154511815;109;431;1;78
910;92.13861795485275;108;430;2;78
911;92.1524504025094;109;431;1;78
912;92.16642305850526;108;430;2;78
913;92.20673709637626;109;431;1;78
914;92.43826151529092;110;432;0;78
915;92.52725351760391;109;431;1;78
916;93.31562400892113;110;432;0;78
917;93.48410335797526;109;431;1;78
918;93.64329370152898;110;431;0;79
919;94.630467365354;109;430;1;79
920;94.70349126111148;108;429;2;79
921;94.72975861832492;109;430;1;79
922;94.73665524940293;108;429;2;79
923;94.95738134197998;109;430;1;79
924;94.9619452491987;110;431;0;79
925;95.03561765418982;109;430;1;79
926;95.4037360122111;110;431;0;79
927;95.43141569370087;109;430;1;79
928;95.72730373113471;110;431;0;79
929;95.84345195829525;109;430;1;79
930;95.88021941722153;108;429;2;79
931;95.94996782322015;109;430;1;79
932;96.05261585867086;108;429;2;79
933;96.15632813913392;109;430;1;79
934;96.29317817861447;108;429;2;79
935;96.30823270718851;107;428;3;79
936;96.3315823893742;108;428;2;80
937;96.38957829355336;109;429;1;80
938;96.54498685391668;108;428;2;80
939;96.67078414485826;109;429;1;80
940;96.83685512457387;108;428;2;80
941;97.05197075412858;109;429;1;80
942;97.1002922264108;110;430;0;80
943;97.46132207036352;109;429;1;80
944;97.51721874043565;108;428;2;80
945;97.5716635227915;107;427;3;80
946;97.64796770492147;106;426;4;80
947;97.65461140487076;107;427;3;80
948;97.66334822569037;108;428;2;80
949;97.82765328674618;109;429;1;80
950;97.86512160859526;110;429;0;81
951;97.92060663423577;109;428;1;81
952;98.14761487366212;108;427;2;81
953;98.26826681552765;107;426;3;81
954;98.36156602218539;106;425;4;81
955;98.36964119090653;107;426;3;81
956;98.41215458995077;106;425;4;81
957;98.42573871127594;105;424;5;81
958;98.51193323715246;104;423;6;81
959;98.52680166837787;105;424;5;81
960;98.59893808420777;106;425;4;81
961;98.63170176548965;107;426;3;81
962;98.69812029232533;106;425;4;81
963;98.81639951179403;107;426;3;81
964;98.94325919557456;106;425;4;81
965;99.0377755135522;107;426;3;81
966;99.16652469029067;108;427;2;81
967;99.19086506908648;109;428;1;81
968;99.24815614529761;108;427;2;81
969;99.2786244071024;107;426;3;81
970;99.32657527988617;108;427;2;81
971;99.49010920058697;109;428;1;81
972;99.60089786643367;110;429;0;81
973;99.72335372424247;109;428;1;81
974;99.79423132359818;110;429;0;81
